id,name,linkedin_url,website_url,size_range,funding_stage,industry,summary,industry_detected,target_customer,products_services,tech_stack,scrape_status,research_status,news_status
risk-insurance-7aac48,Risk & Insurance,https://www.linkedin.com/sales/company/28174044?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Book and Periodical Publishing,,,,,,done,pending,pending
rockstar-9b997d,Rockstar,https://www.linkedin.com/sales/company/70875465?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
sqlbi-358184,SQLBI,https://www.linkedin.com/sales/company/1590437?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
sapience-youth-enrichment-5fd7cf,Sapience Youth Enrichment,https://www.linkedin.com/sales/company/19134107?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Education,,,,,,done,pending,pending
sapientrazorfish-611d31,SapientRazorfish,https://www.linkedin.com/sales/company/2864?_ntb=XHrjuhdQRECiFNRpMGzXeQ%3D%3D,https://www.sapientrazorfish.com,,,Business Consulting and Services,"SapientRazorfish offers three enterprise AI platforms (Sapient Bodhi, Slingshot, and Sustain) that help organizations build and deploy AI agents, modernize software development, and automate IT operations. Their value proposition centers on moving enterprises from AI experimentation to production-ready solutions that deliver measurable business results, with Bodhi ranked #3 globally for deep research capabilities on the Hugging Face benchmark.",Enterprise AI/Technology Services,"Large enterprise organizations across multiple industries, including retail, automotive, energy, hospitality, consumer goods, telecommunications, and aviation companies","• Sapient Bodhi - Enterprise AI agent orchestration platform for building and deploying agentic solutions
• Slingshot - Software development automation platform that modernizes legacy systems and automates the full SDLC
• Sustain - IT operations automation platform for autonomous, AI-driven system resilience and issue resolution","AI-powered platforms, enterprise-ready AI agents, automated software development lifecycle (SDLC) automation, autonomous IT operations, production-grade software generation, multi-step reasoning capabilities, enterprise context preservation, observability and control systems",done,done,done
scholarship-track-1b4332,Scholarship Track,https://www.linkedin.com/sales/company/68119849?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Education Administration Programs,,,,,,done,pending,pending
scholarships-com-a75657,Scholarships.com,https://www.linkedin.com/sales/company/2222825?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,"Technology, Information and Internet",,,,,,done,pending,pending
scientific-search-a55176,Scientific Search,https://www.linkedin.com/sales/company/35224?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
scott-humphrey-corporation-71edba,Scott Humphrey Corporation,https://www.linkedin.com/sales/company/68277511?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
search-services-6a5092,Search Services,https://www.linkedin.com/sales/company/398355?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
seattle-data-guy-0b6e23,Seattle Data Guy,https://www.linkedin.com/sales/company/18129251?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
selected-91b442,Selected,https://www.linkedin.com/sales/company/11020845?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
shodan-791ff3,Shodan,https://www.linkedin.com/sales/company/9214504?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Computer and Network Security,,,,,,done,pending,pending
signature-it-world-inc-6452a6,Signature IT World Inc,https://www.linkedin.com/sales/company/105186929?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,No website content found,,,,,done,error,pending
siira-424ada,SiiRA,https://www.linkedin.com/sales/company/70461262?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,"Technology, Information and Media",,,,,,done,pending,pending
smith-arnold-partners-0214d7,Smith Arnold Partners,https://www.linkedin.com/sales/company/1170165?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
sotalent-abba29,SoTalent,https://www.linkedin.com/sales/company/106203357?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
stanford-social-innovation-review-6c0cdf,Stanford Social Innovation Review,https://www.linkedin.com/sales/company/6410937?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Civic and Social Organizations,,,,,,done,pending,pending
starfish-61687d,Starfish,https://www.linkedin.com/sales/company/102339282?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Internet Marketplace Platforms,,,,,,done,pending,pending
stratacuity-proven-scientific-placement-5a3d27,Stratacuity: Proven Scientific Placement,https://www.linkedin.com/sales/company/155764?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
streamlit-92c173,Streamlit,https://www.linkedin.com/sales/company/18997788?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Software Development,,,,,,done,pending,pending
streetid-1ecab0,StreetID,https://www.linkedin.com/sales/company/2413289?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,"Technology, Information and Internet",,,,,,done,pending,pending
swooped-c97470,Swooped,https://www.linkedin.com/sales/company/90398003?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Software Development,,,,,,done,pending,pending
synapone-ea3463,SynapOne,https://www.linkedin.com/sales/company/16155823?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
syndicatebleu-821b20,Syndicatebleu,https://www.linkedin.com/sales/company/77831?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
talendica-6f41a5,TALENDICA,https://www.linkedin.com/sales/company/13745845?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
tetrahed-inc-c4e5da,TETRAHED INC,https://www.linkedin.com/sales/company/91099624?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
talent-glider-f38115,Talent Glider,https://www.linkedin.com/sales/company/105152600?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.talentglider.com,,,IT Services and IT Consulting,,,,,,done,pending,pending
talentxm-formerly-blocktxm-inc-c9cb3b,TalentXM (Formerly BlockTXM Inc),https://www.linkedin.com/sales/company/77765870?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,No website content found,,,,,done,error,pending
talently-e08334,Talently,https://www.linkedin.com/sales/company/74097560?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
talentoma-ba2378,Talentoma,https://www.linkedin.com/sales/company/77675003?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
technosmarts-inc-9dabd0,"TechnoSmarts, Inc.",https://www.linkedin.com/sales/company/19036442?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
tekjobs-2b6246,TekJobs,https://www.linkedin.com/sales/company/74081323?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.tekjobs.com,,,"Technology, Information and Internet",,,,,,done,pending,pending
the-a-career-8e5228,The A Career,https://www.linkedin.com/sales/company/91631828?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Education,,,,,,done,pending,pending
the-carrera-agency-ed6729,The Carrera Agency,https://www.linkedin.com/sales/company/56862?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.thecarreraagency.com,,,IT Services and IT Consulting,"The Carrera Agency is a talent management company founded in 2002 that specializes in connecting businesses with freelance technology and design consultants. They focus on matching the right IT and digital strategy talent with appropriate project opportunities, offering both individual consultant placement and dedicated project teams through their specialized divisions. Their value proposition centers on thoughtful talent matching based on deep industry experience and extensive professional networks.",Professional staffing and talent management,"Businesses and organizations needing technology and digital design expertise for projects, ranging from enterprise clients to companies requiring specialized IT consulting services","• Freelance technology and design consultant placement
• Enterprise architecture consulting
• Application development and integration services  
• Business intelligence solutions
• Content management and CRM services
• Project management consulting
• Security and network administration services
• UI/UX and web design services
• Mobile application development
• The Carrera Project Solutions Group (dedicated project teams)
• Designing North Studios (digital strategy and design house offering brand strategy, user experience, and customer experience services)","Microsoft .NET, SharePoint, Mobile development platforms, Salesforce (SFDC), Identity Management systems, Oracle Applications, iOS development, data warehouse technologies",done,done,done
the-climate-pledge-4f15a2,The Climate Pledge,https://www.linkedin.com/sales/company/68052518?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Environmental Services,,,,,,done,pending,pending
the-council-for-six-sigma-certification-cssc-a7083d,The Council for Six Sigma Certification (CSSC),https://www.linkedin.com/sales/company/28611977?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Education Administration Programs,,,,,,done,pending,pending
the-crypto-recruiters-5d7f9f,The Crypto Recruiters,https://www.linkedin.com/sales/company/78055708?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Blockchain Services,,,,,,done,pending,pending
the-futur-3ae8b5,The Futur™,https://www.linkedin.com/sales/company/15211197?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,E-Learning Providers,,,,,,done,pending,pending
the-michael-taiwo-scholarships-de70f5,The Michael Taiwo Scholarships,https://www.linkedin.com/sales/company/76240459?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Non-profit Organizations,,,,,,done,pending,pending
the-quest-organization-864c89,The Quest Organization,https://www.linkedin.com/sales/company/124391?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
tiello-8df9a3,Tiello,https://www.linkedin.com/sales/company/19070722?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
toolbenders-447ba2,Toolbenders,https://www.linkedin.com/sales/company/53097948?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Design,,,,,,done,pending,pending
trabaja-online-cb12a3,Trabaja Online,https://www.linkedin.com/sales/company/73797527?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Human Resources Services,,,,,,done,pending,pending
trans-world-markets-twm-09ae6b,Trans World Markets (TWM),https://www.linkedin.com/sales/company/14454090?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Business Consulting and Services,,,,,,done,pending,pending
triune-infomatics-inc-1ab315,Triune Infomatics Inc,https://www.linkedin.com/sales/company/304782?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
trustech-c9b88e,Trustech,https://www.linkedin.com/sales/company/10578787?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
tucker-parker-smith-group-tps-group-d29363,Tucker Parker Smith Group (TPS Group),https://www.linkedin.com/sales/company/366351?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
tutorabc-usa-oxford-speak-datapoint-interactive-334a7e,TutorABC USA - Oxford Speak - DataPoint Interactive,https://www.linkedin.com/sales/company/91667422?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Higher Education,,,,,,done,pending,pending
ux-planet-4aa0d5,UX Planet,https://www.linkedin.com/sales/company/30166421?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Design Services,,,,,,done,pending,pending
undercover-software-com-5587a4,Undercover-Software.com®,https://www.linkedin.com/sales/company/27184623?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Space Research and Technology,,,,,,done,pending,pending
unreal-staffing-ce9561,Unreal Staffing,https://www.linkedin.com/sales/company/95727546?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
uprecruit-14e1a0,UpRecruit,https://www.linkedin.com/sales/company/29330123?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
urban-design-lab-d339c8,Urban Design Lab,https://www.linkedin.com/sales/company/80769187?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Architecture and Planning,,,,,,done,pending,pending
vc5-consulting-077a9c,VC5 Consulting,https://www.linkedin.com/sales/company/2766294?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
vetgirl-258090,VETgirl,https://www.linkedin.com/sales/company/2959865?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Veterinary Services,,,,,,done,pending,pending
virturant-8b44f9,VIRTURANT,https://www.linkedin.com/sales/company/55053959?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Restaurants,,,,,,done,pending,pending
vmc-soft-technologies-inc-f005ad,"VMC Soft Technologies, Inc",https://www.linkedin.com/sales/company/77158779?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,No website content found,,,,,done,error,pending
vacations-with-justine-b1b615,Vacations With Justine,https://www.linkedin.com/sales/company/82298923?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Hospitality,,,,,,done,pending,pending
vedasoft-inc-132677,Vedasoft Inc,https://www.linkedin.com/sales/company/156335?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.vedasoftinc.com,,,IT Services and IT Consulting,,,,,,done,pending,pending
velvet-caviar-30eff7,Velvet Caviar,https://www.linkedin.com/sales/company/33244810?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Manufacturing,,,,,,done,pending,pending
velvetjobs-b80bb4,VelvetJobs,https://www.linkedin.com/sales/company/3297105?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Human Resources Services,,,,,,done,pending,pending
veteran-tickets-foundation-vet-tix-c0aa51,Veteran Tickets Foundation (Vet Tix),https://www.linkedin.com/sales/company/367276?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Armed Forces,,,,,,done,pending,pending
vets2pm-028342,Vets2PM,https://www.linkedin.com/sales/company/4853479?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Professional Training and Coaching,,,,,,done,pending,pending
viral-health-ab22c2,Viral Health,https://www.linkedin.com/sales/company/99389175?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Public Health,,,,,,done,pending,pending
virtuestaff-4cf9ea,VirtueStaff,https://www.linkedin.com/sales/company/99112920?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
visdum-23d9ef,Visdum,https://www.linkedin.com/sales/company/66660953?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Software Development,,,,,,done,pending,pending
wajusoft-178588,Wajusoft,https://www.linkedin.com/sales/company/14813592?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,https://www.wajusoft.com,,,IT Services and IT Consulting,,,,,,done,pending,pending
war-on-the-rocks-7fac1f,War on the Rocks,https://www.linkedin.com/sales/company/3503094?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Internet Publishing,,,,,,done,pending,pending
we-hire-heroes-daabfa,We Hire Heroes,https://www.linkedin.com/sales/company/28599642?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Human Resources Services,,,,,,done,pending,pending
webbuddy-llc-32d0c5,WebBuddy LLC,https://www.linkedin.com/sales/company/99334720?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Software Development,,,,,,done,pending,pending
work-with-indies-b298b3,Work With Indies,https://www.linkedin.com/sales/company/47574659?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Computer Games,,,,,,done,pending,pending
workinsports-com-e92c2a,WorkInSports.com,https://www.linkedin.com/sales/company/641391?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Spectator Sports,,,,,,done,pending,pending
world-of-construction-0e581b,World of Construction,https://www.linkedin.com/sales/company/106032243?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,E-Learning Providers,,,,,,done,pending,pending
x-ack-e9ce6b,X-Ack,https://www.linkedin.com/sales/company/101975261?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Computer and Network Security,,,,,,done,pending,pending
zenotis-group-44e8af,Zenotis Group,https://www.linkedin.com/sales/company/78451299?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,IT Services and IT Consulting,,,,,,done,pending,pending
a-nossa-4643da,a Nossa,https://www.linkedin.com/sales/company/89594134?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Wineries,,,,,,done,pending,pending
itester-inc-a268e1,iTester Inc,https://www.linkedin.com/sales/company/67731172?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Information Technology & Services,,,,,,done,pending,pending
lemployeur-com-3e3ed0,lemployeur.com,https://www.linkedin.com/sales/company/11049334?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,Non-profit Organizations,,,,,,done,pending,pending
reesmarx-b489be,reesmarx,https://www.linkedin.com/sales/company/53825?_ntb=dnEhDl0rQeCFQ5M3E5kNKQ%3D%3D,,,,Staffing and Recruiting,,,,,,done,pending,pending
-dab7f4,𝐖𝐞𝐥𝐥𝐛𝐞𝐢𝐧𝐠 𝐌𝐚𝐭𝐭𝐞𝐫𝐬,https://www.linkedin.com/sales/company/104465245?_ntb=biXGB4J5QKyCLEn3SKE0bg%3D%3D,,,,"Technology, Information and Media",,,,,,done,pending,pending
